activity_id,opportunity_id,sales_agent,activity_date,activity_type,activity_outcome
ACT-021159,N60TC14O,Cecily Lampkin,2017-06-19 15:00:00,Email,No answer
ACT-021160,V6YYDG56,Daniell Hammack,2017-06-16 08:00:00,Demo,Not interested
ACT-021161,V6YYDG56,Daniell Hammack,2017-06-15 16:00:00,Demo,No answer
ACT-021162,V6YYDG56,Daniell Hammack,2017-06-03 17:00:00,Email,No answer
ACT-021163,V6YYDG56,Daniell Hammack,2017-06-10 16:00:00,Call,No answer
ACT-021164,V6YYDG56,Daniell Hammack,2017-06-03 11:00:00,Meeting,No answer
ACT-021165,V6YYDG56,Daniell Hammack,2017-06-01 11:00:00,Demo,No answer
ACT-021166,V6YYDG56,Daniell Hammack,2017-06-14 17:00:00,Demo,Not interested
ACT-021167,V6YYDG56,Daniell Hammack,2017-06-15 11:00:00,Email,Responded
ACT-021168,V6YYDG56,Daniell Hammack,2017-06-14 09:00:00,Email,Responded
ACT-021169,V6YYDG56,Daniell Hammack,2017-06-07 12:00:00,Follow-up,Not interested
ACT-021170,S1AU0IZX,Darcel Schlecht,2017-06-01 10:00:00,Demo,Responded
ACT-021171,S1AU0IZX,Darcel Schlecht,2017-06-01 12:00:00,Email,Interested
ACT-021172,S1AU0IZX,Darcel Schlecht,2017-05-31 14:00:00,Follow-up,Not interested
ACT-021173,S1AU0IZX,Darcel Schlecht,2017-05-31 09:00:00,Meeting,Completed
ACT-021174,S1AU0IZX,Darcel Schlecht,2017-05-31 09:00:00,Demo,Rescheduled
ACT-021175,S1AU0IZX,Darcel Schlecht,2017-06-02 12:00:00,Meeting,Responded
ACT-021176,S1AU0IZX,Darcel Schlecht,2017-05-31 10:00:00,Meeting,Connected
ACT-021177,GFXKHCEM,Elease Gluck,2017-08-02 10:00:00,Email,Not interested
ACT-021178,GFXKHCEM,Elease Gluck,2017-07-29 12:00:00,Email,Rescheduled
ACT-021179,GFXKHCEM,Elease Gluck,2017-07-22 16:00:00,Meeting,Rescheduled
ACT-021180,GFXKHCEM,Elease Gluck,2017-07-18 17:00:00,Email,Completed
ACT-021181,GFXKHCEM,Elease Gluck,2017-09-01 08:00:00,Call,Connected
ACT-021182,GFXKHCEM,Elease Gluck,2017-06-01 15:00:00,Follow-up,Connected
ACT-021183,GFXKHCEM,Elease Gluck,2017-08-30 12:00:00,Email,Not interested
ACT-021184,GFXKHCEM,Elease Gluck,2017-08-07 12:00:00,Follow-up,Connected
ACT-021185,GFXKHCEM,Elease Gluck,2017-08-27 16:00:00,Email,Interested
ACT-021186,GFXKHCEM,Elease Gluck,2017-07-11 16:00:00,Follow-up,Responded
ACT-021187,YH2NHVXC,Elease Gluck,2017-06-11 12:00:00,Follow-up,Rescheduled
ACT-021188,YH2NHVXC,Elease Gluck,2017-08-24 10:00:00,Demo,No answer
ACT-021189,YH2NHVXC,Elease Gluck,2017-06-27 14:00:00,Follow-up,Completed
ACT-021190,YH2NHVXC,Elease Gluck,2017-06-06 16:00:00,Email,Rescheduled
ACT-021191,YH2NHVXC,Elease Gluck,2017-06-29 11:00:00,Follow-up,Interested
ACT-021192,YH2NHVXC,Elease Gluck,2017-08-14 10:00:00,Follow-up,Completed
ACT-021193,YH2NHVXC,Elease Gluck,2017-07-24 08:00:00,Call,Connected
ACT-021194,JSNPH01N,Elease Gluck,2017-06-09 12:00:00,Follow-up,Rescheduled
ACT-021195,JSNPH01N,Elease Gluck,2017-06-08 10:00:00,Call,Interested
ACT-021196,CQDULMXS,Garret Kinder,2017-07-13 14:00:00,Call,Connected
ACT-021197,CQDULMXS,Garret Kinder,2017-06-13 16:00:00,Call,No answer
ACT-021198,CQDULMXS,Garret Kinder,2017-08-04 17:00:00,Meeting,Rescheduled
ACT-021199,CQDULMXS,Garret Kinder,2017-07-31 16:00:00,Demo,Rescheduled
ACT-021200,CQDULMXS,Garret Kinder,2017-06-03 16:00:00,Email,Interested
ACT-021201,CQDULMXS,Garret Kinder,2017-06-08 13:00:00,Email,Not interested
ACT-021202,CQDULMXS,Garret Kinder,2017-06-20 17:00:00,Meeting,Connected
ACT-021203,VKM187MX,Gladys Colclough,2017-06-06 13:00:00,Demo,Connected
ACT-021204,VKM187MX,Gladys Colclough,2017-05-31 10:00:00,Call,Connected
ACT-021205,VKM187MX,Gladys Colclough,2017-06-06 12:00:00,Meeting,Interested
ACT-021206,VKM187MX,Gladys Colclough,2017-06-07 09:00:00,Email,Rescheduled
ACT-021207,GIPPUV2F,Hayden Neloms,2017-06-23 10:00:00,Email,No answer
ACT-021208,GIPPUV2F,Hayden Neloms,2017-06-26 11:00:00,Meeting,No answer
ACT-021209,4IUJNFPF,James Ascencio,2017-07-18 14:00:00,Call,Completed
ACT-021210,4IUJNFPF,James Ascencio,2017-07-12 11:00:00,Follow-up,Interested
ACT-021211,4IUJNFPF,James Ascencio,2017-07-26 16:00:00,Follow-up,Completed
ACT-021212,4IUJNFPF,James Ascencio,2017-07-24 15:00:00,Meeting,Not interested
ACT-021213,4IUJNFPF,James Ascencio,2017-06-02 12:00:00,Demo,Not interested
ACT-021214,ZE7PM90V,James Ascencio,2017-06-28 14:00:00,Demo,Completed
ACT-021215,ZE7PM90V,James Ascencio,2017-06-02 14:00:00,Follow-up,Connected
ACT-021216,ZE7PM90V,James Ascencio,2017-08-03 09:00:00,Email,Rescheduled
ACT-021217,ZE7PM90V,James Ascencio,2017-07-29 11:00:00,Email,No answer
ACT-021218,ZE7PM90V,James Ascencio,2017-08-22 10:00:00,Follow-up,Connected
ACT-021219,CAAYFKK8,James Ascencio,2017-06-04 16:00:00,Meeting,Completed
ACT-021220,CAAYFKK8,James Ascencio,2017-06-02 13:00:00,Meeting,Connected
ACT-021221,CAAYFKK8,James Ascencio,2017-06-04 16:00:00,Call,Responded
ACT-021222,CAAYFKK8,James Ascencio,2017-06-01 09:00:00,Follow-up,Not interested
ACT-021223,HTBPSC2D,Kami Bicknell,2017-06-29 15:00:00,Demo,Completed
ACT-021224,HTBPSC2D,Kami Bicknell,2017-06-07 10:00:00,Follow-up,Interested
ACT-021225,HTBPSC2D,Kami Bicknell,2017-06-08 12:00:00,Meeting,Completed
ACT-021226,HTBPSC2D,Kami Bicknell,2017-06-07 13:00:00,Call,Connected
ACT-021227,HTBPSC2D,Kami Bicknell,2017-06-18 13:00:00,Meeting,Rescheduled
ACT-021228,HTBPSC2D,Kami Bicknell,2017-06-20 11:00:00,Meeting,Not interested
ACT-021229,HTBPSC2D,Kami Bicknell,2017-06-17 08:00:00,Meeting,Not interested
ACT-021230,HTBPSC2D,Kami Bicknell,2017-06-23 13:00:00,Call,Interested
ACT-021231,NQZNAEYQ,Kami Bicknell,2017-07-22 10:00:00,Meeting,Interested
ACT-021232,NQZNAEYQ,Kami Bicknell,2017-08-01 17:00:00,Meeting,Rescheduled
ACT-021233,NQZNAEYQ,Kami Bicknell,2017-08-28 13:00:00,Follow-up,Connected
ACT-021234,NQZNAEYQ,Kami Bicknell,2017-07-20 13:00:00,Follow-up,Connected
ACT-021235,NQZNAEYQ,Kami Bicknell,2017-08-01 16:00:00,Demo,Connected
ACT-021236,NQZNAEYQ,Kami Bicknell,2017-08-25 08:00:00,Follow-up,No answer
ACT-021237,NQZNAEYQ,Kami Bicknell,2017-07-01 13:00:00,Email,Responded
ACT-021238,J47DPNB5,Kary Hendrixson,2017-07-15 09:00:00,Email,Not interested
ACT-021239,J47DPNB5,Kary Hendrixson,2017-06-16 10:00:00,Email,Interested
ACT-021240,J47DPNB5,Kary Hendrixson,2017-06-24 09:00:00,Demo,No answer
ACT-021241,37B8ES7X,Kary Hendrixson,2017-06-17 11:00:00,Meeting,Completed
ACT-021242,37B8ES7X,Kary Hendrixson,2017-06-10 14:00:00,Follow-up,Completed
ACT-021243,37B8ES7X,Kary Hendrixson,2017-06-11 14:00:00,Email,Completed
ACT-021244,37B8ES7X,Kary Hendrixson,2017-06-04 08:00:00,Demo,No answer
ACT-021245,37B8ES7X,Kary Hendrixson,2017-06-04 14:00:00,Demo,Not interested
ACT-021246,37B8ES7X,Kary Hendrixson,2017-06-20 08:00:00,Email,Completed
ACT-021247,37B8ES7X,Kary Hendrixson,2017-06-11 16:00:00,Follow-up,Completed
ACT-021248,KYABDCKE,Kary Hendrixson,2017-05-31 13:00:00,Demo,Connected
ACT-021249,KYABDCKE,Kary Hendrixson,2017-07-20 16:00:00,Follow-up,No answer
ACT-021250,KYABDCKE,Kary Hendrixson,2017-06-02 14:00:00,Meeting,Interested
ACT-021251,KYABDCKE,Kary Hendrixson,2017-06-07 17:00:00,Email,Connected
ACT-021252,KYABDCKE,Kary Hendrixson,2017-07-09 13:00:00,Call,Interested
ACT-021253,KYABDCKE,Kary Hendrixson,2017-06-18 14:00:00,Demo,Connected
ACT-021254,KYABDCKE,Kary Hendrixson,2017-07-22 11:00:00,Meeting,Connected
ACT-021255,3CP9VXC1,Kary Hendrixson,2017-07-03 11:00:00,Call,No answer
ACT-021256,3CP9VXC1,Kary Hendrixson,2017-06-26 17:00:00,Meeting,Responded
ACT-021257,3CP9VXC1,Kary Hendrixson,2017-07-11 15:00:00,Email,Connected
ACT-021258,3CP9VXC1,Kary Hendrixson,2017-08-09 14:00:00,Follow-up,Not interested
ACT-021259,3CP9VXC1,Kary Hendrixson,2017-07-24 17:00:00,Demo,No answer
ACT-021260,3CP9VXC1,Kary Hendrixson,2017-07-22 09:00:00,Email,Rescheduled
ACT-021261,3CP9VXC1,Kary Hendrixson,2017-07-14 16:00:00,Meeting,Completed
ACT-021262,3CP9VXC1,Kary Hendrixson,2017-08-11 15:00:00,Call,No answer
ACT-021263,9XGT3451,Lajuana Vencill,2017-07-04 16:00:00,Meeting,Interested
ACT-021264,9XGT3451,Lajuana Vencill,2017-06-16 13:00:00,Email,Completed
ACT-021265,9XGT3451,Lajuana Vencill,2017-07-07 15:00:00,Email,Responded
ACT-021266,9XGT3451,Lajuana Vencill,2017-07-04 17:00:00,Email,Not interested
ACT-021267,9XGT3451,Lajuana Vencill,2017-06-10 17:00:00,Call,No answer
ACT-021268,9XGT3451,Lajuana Vencill,2017-06-28 13:00:00,Call,Interested
ACT-021269,AG0H8IAZ,Markita Hansen,2017-06-08 16:00:00,Demo,Completed
ACT-021270,AG0H8IAZ,Markita Hansen,2017-06-04 12:00:00,Call,No answer
ACT-021271,AG0H8IAZ,Markita Hansen,2017-09-10 09:00:00,Meeting,Connected
ACT-021272,AG0H8IAZ,Markita Hansen,2017-07-17 08:00:00,Email,Rescheduled
ACT-021273,AG0H8IAZ,Markita Hansen,2017-07-28 11:00:00,Follow-up,Completed
ACT-021274,AG0H8IAZ,Markita Hansen,2017-08-24 08:00:00,Meeting,Not interested
ACT-021275,AG0H8IAZ,Markita Hansen,2017-06-02 13:00:00,Follow-up,Completed
ACT-021276,AG0H8IAZ,Markita Hansen,2017-07-08 08:00:00,Email,Not interested
ACT-021277,AG0H8IAZ,Markita Hansen,2017-09-17 16:00:00,Email,Connected
ACT-021278,28FTXKAB,Markita Hansen,2017-08-04 11:00:00,Call,Completed
ACT-021279,28FTXKAB,Markita Hansen,2017-06-11 13:00:00,Demo,No answer
ACT-021280,28FTXKAB,Markita Hansen,2017-06-29 11:00:00,Call,Completed
ACT-021281,28FTXKAB,Markita Hansen,2017-06-20 17:00:00,Email,Rescheduled
ACT-021282,28FTXKAB,Markita Hansen,2017-06-27 09:00:00,Meeting,Interested
ACT-021283,28FTXKAB,Markita Hansen,2017-07-12 16:00:00,Meeting,No answer
ACT-021284,28FTXKAB,Markita Hansen,2017-06-28 08:00:00,Call,Not interested
ACT-021285,SIBR2J01,Maureen Marcano,2017-06-08 16:00:00,Call,Not interested
ACT-021286,SIBR2J01,Maureen Marcano,2017-06-19 13:00:00,Demo,Interested
ACT-021287,SIBR2J01,Maureen Marcano,2017-06-08 10:00:00,Meeting,Interested
ACT-021288,SIBR2J01,Maureen Marcano,2017-06-14 12:00:00,Demo,Interested
ACT-021289,SIBR2J01,Maureen Marcano,2017-06-14 11:00:00,Demo,Rescheduled
ACT-021290,SIBR2J01,Maureen Marcano,2017-06-18 17:00:00,Meeting,No answer
ACT-021291,ROUOR5L0,Maureen Marcano,2017-07-02 10:00:00,Call,Connected
ACT-021292,ROUOR5L0,Maureen Marcano,2017-06-27 10:00:00,Follow-up,No answer
ACT-021293,QPMZ5RG0,Moses Frase,2017-06-24 11:00:00,Email,Completed
ACT-021294,QPMZ5RG0,Moses Frase,2017-08-11 17:00:00,Call,No answer
ACT-021295,QPMZ5RG0,Moses Frase,2017-06-26 15:00:00,Meeting,Responded
ACT-021296,2PMIYAFN,Reed Clapper,2017-06-09 14:00:00,Meeting,Not interested
ACT-021297,2PMIYAFN,Reed Clapper,2017-06-06 10:00:00,Call,Responded
ACT-021298,2PMIYAFN,Reed Clapper,2017-06-15 10:00:00,Email,Interested
ACT-021299,2PMIYAFN,Reed Clapper,2017-06-02 15:00:00,Call,Not interested
ACT-021300,CRWE8FRT,Reed Clapper,2017-09-14 12:00:00,Call,Responded
ACT-021301,CRWE8FRT,Reed Clapper,2017-09-16 09:00:00,Meeting,Rescheduled
ACT-021302,CRWE8FRT,Reed Clapper,2017-08-03 12:00:00,Call,Responded
ACT-021303,CRWE8FRT,Reed Clapper,2017-08-04 15:00:00,Demo,Responded
ACT-021304,FC1LS6PY,Versie Hillebrand,2017-06-01 11:00:00,Demo,Not interested
ACT-021305,FC1LS6PY,Versie Hillebrand,2017-06-08 17:00:00,Call,Interested
ACT-021306,FC1LS6PY,Versie Hillebrand,2017-06-03 14:00:00,Demo,Not interested
ACT-021307,FC1LS6PY,Versie Hillebrand,2017-06-02 11:00:00,Call,Rescheduled
ACT-021308,FC1LS6PY,Versie Hillebrand,2017-06-05 15:00:00,Follow-up,Interested
ACT-021309,FC1LS6PY,Versie Hillebrand,2017-06-05 13:00:00,Call,Not interested
ACT-021310,6FI9HAX7,Versie Hillebrand,2017-05-31 10:00:00,Follow-up,Connected
ACT-021311,6FI9HAX7,Versie Hillebrand,2017-06-10 15:00:00,Follow-up,Rescheduled
ACT-021312,6FI9HAX7,Versie Hillebrand,2017-06-10 09:00:00,Email,Responded
ACT-021313,6FI9HAX7,Versie Hillebrand,2017-05-31 14:00:00,Demo,Rescheduled
ACT-021314,6FI9HAX7,Versie Hillebrand,2017-06-11 08:00:00,Follow-up,No answer
ACT-021315,6FI9HAX7,Versie Hillebrand,2017-06-10 14:00:00,Email,Interested
ACT-021316,6FI9HAX7,Versie Hillebrand,2017-06-07 17:00:00,Call,Responded
ACT-021317,JL86Q0B4,Wilburn Farren,2017-06-10 08:00:00,Follow-up,Interested
ACT-021318,JL86Q0B4,Wilburn Farren,2017-06-14 08:00:00,Meeting,Interested
ACT-021319,JL86Q0B4,Wilburn Farren,2017-06-08 08:00:00,Email,Rescheduled
ACT-021320,JL86Q0B4,Wilburn Farren,2017-06-02 10:00:00,Follow-up,Interested
ACT-021321,JL86Q0B4,Wilburn Farren,2017-06-14 14:00:00,Meeting,Rescheduled
ACT-021322,JL86Q0B4,Wilburn Farren,2017-06-06 15:00:00,Follow-up,Not interested
ACT-021323,Y2A8EUBM,Zane Levy,2017-06-17 13:00:00,Demo,Not interested
ACT-021324,Y2A8EUBM,Zane Levy,2017-08-17 16:00:00,Email,Rescheduled
ACT-021325,Y2A8EUBM,Zane Levy,2017-08-08 16:00:00,Follow-up,Not interested
ACT-021326,Y2A8EUBM,Zane Levy,2017-06-12 12:00:00,Follow-up,Connected
ACT-021327,C2MKJA8V,Zane Levy,2017-06-04 11:00:00,Email,Rescheduled
ACT-021328,C2MKJA8V,Zane Levy,2017-06-05 10:00:00,Call,No answer
ACT-021329,IJ4Y77D9,Zane Levy,2017-07-31 17:00:00,Follow-up,No answer
ACT-021330,IJ4Y77D9,Zane Levy,2017-06-27 15:00:00,Demo,Rescheduled
ACT-021331,IJ4Y77D9,Zane Levy,2017-08-12 17:00:00,Follow-up,Completed
ACT-021332,IJ4Y77D9,Zane Levy,2017-07-14 17:00:00,Email,Rescheduled
ACT-021333,IJ4Y77D9,Zane Levy,2017-08-01 13:00:00,Follow-up,Rescheduled
ACT-021334,CGCPVYNI,Anna Snelling,2017-06-04 17:00:00,Demo,Connected
ACT-021335,CGCPVYNI,Anna Snelling,2017-06-06 13:00:00,Call,Rescheduled
ACT-021336,CGCPVYNI,Anna Snelling,2017-06-01 17:00:00,Meeting,Rescheduled
ACT-021337,CGCPVYNI,Anna Snelling,2017-06-06 08:00:00,Call,Not interested
ACT-021338,CGCPVYNI,Anna Snelling,2017-06-03 08:00:00,Meeting,Connected
ACT-021339,ST8ZOXKI,Anna Snelling,2017-06-03 17:00:00,Meeting,No answer
ACT-021340,ST8ZOXKI,Anna Snelling,2017-06-11 08:00:00,Email,Not interested
ACT-021341,ST8ZOXKI,Anna Snelling,2017-06-09 14:00:00,Meeting,Not interested
ACT-021342,P07OGZ3F,Anna Snelling,2017-07-02 10:00:00,Follow-up,Completed
ACT-021343,P07OGZ3F,Anna Snelling,2017-07-20 08:00:00,Follow-up,Completed
ACT-021344,P07OGZ3F,Anna Snelling,2017-08-16 16:00:00,Call,Rescheduled
ACT-021345,P07OGZ3F,Anna Snelling,2017-08-13 11:00:00,Call,No answer
ACT-021346,P07OGZ3F,Anna Snelling,2017-08-22 14:00:00,Meeting,Interested
ACT-021347,P07OGZ3F,Anna Snelling,2017-08-14 09:00:00,Demo,Interested
ACT-021348,P07OGZ3F,Anna Snelling,2017-07-06 17:00:00,Demo,Connected
ACT-021349,0DLEXLEV,Boris Faz,2017-06-27 08:00:00,Demo,Not interested
ACT-021350,0DLEXLEV,Boris Faz,2017-07-23 13:00:00,Email,Rescheduled
ACT-021351,0DLEXLEV,Boris Faz,2017-06-14 16:00:00,Follow-up,Completed
ACT-021352,0DLEXLEV,Boris Faz,2017-07-15 09:00:00,Call,Responded
ACT-021353,0DLEXLEV,Boris Faz,2017-07-04 08:00:00,Demo,Responded
ACT-021354,0DLEXLEV,Boris Faz,2017-07-17 14:00:00,Demo,Interested
ACT-021355,0DLEXLEV,Boris Faz,2017-06-30 09:00:00,Demo,Completed
ACT-021356,0DLEXLEV,Boris Faz,2017-06-18 12:00:00,Call,Interested
ACT-021357,0DLEXLEV,Boris Faz,2017-06-16 08:00:00,Demo,Interested
ACT-021358,0DLEXLEV,Boris Faz,2017-06-27 17:00:00,Meeting,No answer
ACT-021359,27UN3UX8,Cassey Cress,2017-06-02 08:00:00,Meeting,Completed
ACT-021360,27UN3UX8,Cassey Cress,2017-06-04 17:00:00,Call,Interested
ACT-021361,27UN3UX8,Cassey Cress,2017-06-02 09:00:00,Email,No answer
ACT-021362,27UN3UX8,Cassey Cress,2017-06-03 16:00:00,Follow-up,Not interested
ACT-021363,27UN3UX8,Cassey Cress,2017-06-09 16:00:00,Call,Not interested
ACT-021364,27UN3UX8,Cassey Cress,2017-06-06 12:00:00,Demo,Interested
ACT-021365,27UN3UX8,Cassey Cress,2017-06-09 11:00:00,Follow-up,Connected
ACT-021366,27UN3UX8,Cassey Cress,2017-06-08 16:00:00,Call,Responded
ACT-021367,NR5D7201,Corliss Cosme,2017-06-24 10:00:00,Follow-up,Completed
ACT-021368,NR5D7201,Corliss Cosme,2017-06-25 10:00:00,Call,No answer
ACT-021369,NR5D7201,Corliss Cosme,2017-06-24 15:00:00,Email,No answer
ACT-021370,NR5D7201,Corliss Cosme,2017-07-27 10:00:00,Email,Connected
ACT-021371,NR5D7201,Corliss Cosme,2017-06-26 13:00:00,Meeting,Interested
ACT-021372,NR5D7201,Corliss Cosme,2017-06-05 11:00:00,Meeting,Connected
ACT-021373,UGTXH980,Daniell Hammack,2017-06-05 10:00:00,Follow-up,Connected
ACT-021374,UGTXH980,Daniell Hammack,2017-06-08 16:00:00,Email,No answer
ACT-021375,UGTXH980,Daniell Hammack,2017-06-18 13:00:00,Call,Connected
ACT-021376,UGTXH980,Daniell Hammack,2017-06-13 08:00:00,Email,Connected
ACT-021377,UGTXH980,Daniell Hammack,2017-06-18 12:00:00,Call,Connected
ACT-021378,UGTXH980,Daniell Hammack,2017-06-24 13:00:00,Demo,Connected
ACT-021379,UGTXH980,Daniell Hammack,2017-06-22 08:00:00,Meeting,Completed
ACT-021380,UGTXH980,Daniell Hammack,2017-06-14 12:00:00,Meeting,Connected
ACT-021381,LKBS2IJC,Darcel Schlecht,2017-06-11 17:00:00,Follow-up,Rescheduled
ACT-021382,LKBS2IJC,Darcel Schlecht,2017-06-07 10:00:00,Meeting,Completed
ACT-021383,LKBS2IJC,Darcel Schlecht,2017-06-06 13:00:00,Follow-up,Not interested
ACT-021384,LKBS2IJC,Darcel Schlecht,2017-06-08 11:00:00,Demo,Responded
ACT-021385,LKBS2IJC,Darcel Schlecht,2017-06-02 11:00:00,Meeting,No answer
ACT-021386,LKBS2IJC,Darcel Schlecht,2017-06-05 16:00:00,Call,No answer
ACT-021387,MFO940S8,Darcel Schlecht,2017-08-19 15:00:00,Demo,Rescheduled
ACT-021388,MFO940S8,Darcel Schlecht,2017-08-21 12:00:00,Email,Not interested
ACT-021389,MFO940S8,Darcel Schlecht,2017-07-26 13:00:00,Follow-up,Not interested
ACT-021390,MFO940S8,Darcel Schlecht,2017-07-28 12:00:00,Email,Interested
ACT-021391,MFO940S8,Darcel Schlecht,2017-07-31 16:00:00,Call,Connected
ACT-021392,MFO940S8,Darcel Schlecht,2017-06-01 08:00:00,Demo,Not interested
ACT-021393,5O0597PP,Darcel Schlecht,2017-08-06 08:00:00,Follow-up,Rescheduled
ACT-021394,5O0597PP,Darcel Schlecht,2017-08-04 13:00:00,Demo,Connected
ACT-021395,5O0597PP,Darcel Schlecht,2017-06-14 10:00:00,Demo,Not interested
ACT-021396,5O0597PP,Darcel Schlecht,2017-06-29 14:00:00,Call,Responded
ACT-021397,5O0597PP,Darcel Schlecht,2017-06-24 11:00:00,Demo,Responded
ACT-021398,5O0597PP,Darcel Schlecht,2017-06-16 13:00:00,Call,Not interested
ACT-021399,5O0597PP,Darcel Schlecht,2017-07-26 12:00:00,Meeting,Connected
ACT-021400,5O0597PP,Darcel Schlecht,2017-06-07 15:00:00,Demo,Rescheduled
ACT-021401,C4FEG98K,Darcel Schlecht,2017-06-02 15:00:00,Meeting,Connected
ACT-021402,C4FEG98K,Darcel Schlecht,2017-06-11 13:00:00,Call,Connected
ACT-021403,C4FEG98K,Darcel Schlecht,2017-06-06 15:00:00,Call,Responded
ACT-021404,C4FEG98K,Darcel Schlecht,2017-06-10 10:00:00,Email,Rescheduled
ACT-021405,C4FEG98K,Darcel Schlecht,2017-06-01 12:00:00,Email,Not interested
ACT-021406,C4FEG98K,Darcel Schlecht,2017-06-04 08:00:00,Meeting,Completed
ACT-021407,EKH5O1HH,Darcel Schlecht,2017-06-08 12:00:00,Call,Completed
ACT-021408,EKH5O1HH,Darcel Schlecht,2017-06-04 13:00:00,Demo,Rescheduled
ACT-021409,EKH5O1HH,Darcel Schlecht,2017-06-04 12:00:00,Meeting,Not interested
ACT-021410,EKH5O1HH,Darcel Schlecht,2017-06-09 15:00:00,Demo,Rescheduled
ACT-021411,EKH5O1HH,Darcel Schlecht,2017-06-05 08:00:00,Follow-up,Responded
ACT-021412,BZ9C1LQT,Elease Gluck,2017-07-19 12:00:00,Email,No answer
ACT-021413,BZ9C1LQT,Elease Gluck,2017-07-28 13:00:00,Demo,No answer
ACT-021414,BZ9C1LQT,Elease Gluck,2017-06-24 11:00:00,Email,Rescheduled
ACT-021415,BZ9C1LQT,Elease Gluck,2017-06-03 17:00:00,Meeting,Connected
ACT-021416,BZ9C1LQT,Elease Gluck,2017-07-12 08:00:00,Email,Connected
ACT-021417,BZ9C1LQT,Elease Gluck,2017-08-04 17:00:00,Demo,Connected
ACT-021418,BZ9C1LQT,Elease Gluck,2017-06-02 17:00:00,Call,No answer
ACT-021419,ZT6D57ED,Gladys Colclough,2017-06-03 16:00:00,Demo,No answer
ACT-021420,ZT6D57ED,Gladys Colclough,2017-08-22 12:00:00,Follow-up,No answer
ACT-021421,ZT6D57ED,Gladys Colclough,2017-06-04 11:00:00,Follow-up,Not interested
ACT-021422,ZT6D57ED,Gladys Colclough,2017-08-28 09:00:00,Email,Interested
ACT-021423,ZT6D57ED,Gladys Colclough,2017-08-05 12:00:00,Follow-up,Interested
ACT-021424,ZT6D57ED,Gladys Colclough,2017-07-07 12:00:00,Demo,Rescheduled
ACT-021425,ZT6D57ED,Gladys Colclough,2017-06-21 08:00:00,Call,Responded
ACT-021426,ZT6D57ED,Gladys Colclough,2017-08-13 10:00:00,Demo,No answer
ACT-021427,ZT6D57ED,Gladys Colclough,2017-08-21 14:00:00,Call,Responded
ACT-021428,NKERMTB8,Hayden Neloms,2017-06-13 15:00:00,Call,Interested
ACT-021429,NKERMTB8,Hayden Neloms,2017-06-05 13:00:00,Demo,No answer
ACT-021430,NKERMTB8,Hayden Neloms,2017-07-05 14:00:00,Email,Completed
ACT-021431,NKERMTB8,Hayden Neloms,2017-06-26 17:00:00,Demo,Responded
ACT-021432,NKERMTB8,Hayden Neloms,2017-06-17 10:00:00,Follow-up,Responded
ACT-021433,NKERMTB8,Hayden Neloms,2017-07-28 11:00:00,Email,Completed
ACT-021434,Q67320CY,Hayden Neloms,2017-08-15 08:00:00,Follow-up,Responded
ACT-021435,Q67320CY,Hayden Neloms,2017-07-03 15:00:00,Demo,Connected
ACT-021436,Q67320CY,Hayden Neloms,2017-07-09 13:00:00,Follow-up,Not interested
ACT-021437,K5NFTQRI,James Ascencio,2017-06-15 09:00:00,Call,Connected
ACT-021438,K5NFTQRI,James Ascencio,2017-06-29 10:00:00,Follow-up,Interested
ACT-021439,K5NFTQRI,James Ascencio,2017-06-10 14:00:00,Follow-up,Responded
ACT-021440,K5NFTQRI,James Ascencio,2017-06-25 14:00:00,Demo,Connected
ACT-021441,K5NFTQRI,James Ascencio,2017-07-05 09:00:00,Meeting,Responded
ACT-021442,IJ7B896N,Kary Hendrixson,2017-06-13 16:00:00,Meeting,Rescheduled
ACT-021443,IJ7B896N,Kary Hendrixson,2017-06-18 14:00:00,Follow-up,Not interested
ACT-021444,IJ7B896N,Kary Hendrixson,2017-08-02 09:00:00,Follow-up,Completed
ACT-021445,IJ7B896N,Kary Hendrixson,2017-06-15 11:00:00,Demo,Interested
ACT-021446,IJ7B896N,Kary Hendrixson,2017-07-07 11:00:00,Demo,Completed
ACT-021447,IJ7B896N,Kary Hendrixson,2017-07-02 10:00:00,Follow-up,Rescheduled
ACT-021448,IJ7B896N,Kary Hendrixson,2017-07-19 09:00:00,Email,No answer
ACT-021449,IJ7B896N,Kary Hendrixson,2017-07-13 08:00:00,Meeting,Connected
ACT-021450,IJ7B896N,Kary Hendrixson,2017-07-21 16:00:00,Email,No answer
ACT-021451,IJ7B896N,Kary Hendrixson,2017-07-14 14:00:00,Follow-up,No answer
ACT-021452,8KBVRQHD,Lajuana Vencill,2017-07-10 17:00:00,Call,Rescheduled
ACT-021453,8KBVRQHD,Lajuana Vencill,2017-07-05 15:00:00,Email,Interested
ACT-021454,8KBVRQHD,Lajuana Vencill,2017-06-28 11:00:00,Demo,Not interested
ACT-021455,8KBVRQHD,Lajuana Vencill,2017-07-28 13:00:00,Email,Interested
ACT-021456,8KBVRQHD,Lajuana Vencill,2017-06-29 15:00:00,Email,No answer
ACT-021457,AGZ87JFX,Moses Frase,2017-07-21 16:00:00,Follow-up,Rescheduled
ACT-021458,AGZ87JFX,Moses Frase,2017-07-31 11:00:00,Follow-up,Completed
ACT-021459,AGZ87JFX,Moses Frase,2017-07-05 14:00:00,Follow-up,Connected
ACT-021460,AGZ87JFX,Moses Frase,2017-07-11 13:00:00,Meeting,No answer
